mean_iki,std_iki,pause_count,mean_pause,total_events,insert_count,backspace_count,gaze_event_count,error_rate,wpm,session_time,fatigue
0.6796000003814697,0.7448999332619712,5,2.2792001247406004,41,9,0,24,0.0,3.972925247917083,0,
0.6382553222331595,0.5053083718750884,8,1.5151250064373016,48,13,0,32,0.0,5.200346664649829,30,
0.43211110874458597,0.2928777626295554,2,1.5394999980926514,55,4,1,40,0.25,2.0570840945778532,60,
0.507881354477446,0.26019714657254145,4,1.1662500500679016,60,5,1,43,0.2,2.0023360644706116,90,
0.6529777791765001,0.6964594788036562,9,1.7364444732666016,46,11,0,29,0.0,4.4922406655747045,120,
0.6618444442749023,0.591590960531923,4,2.2577500343322754,46,6,0,29,0.0,2.4174864861982996,150,
0.5224399995803833,0.39090069877558115,6,1.3906666437784831,51,10,0,33,0.0,4.59382896012489,180,
0.6778409101746299,0.879670911480105,6,2.046500007311503,45,8,0,29,0.0,3.2187761893216025,0,
0.5403454520485618,0.6356388303581555,4,2.1582499742507935,56,13,3,32,0.23076923076923078,5.249167223690684,30,
0.5306181820956144,0.33550324896141426,5,1.3417999744415283,56,13,1,39,0.07692307692307693,5.345394734047278,60,
0.5023220353207346,0.36577152579441763,6,1.33733336130778,60,11,1,37,0.09090909090909091,4.45389208172941,90,
0.47959016190200554,0.26797783611453574,4,1.1810000538825989,62,10,0,42,0.0,4.101862946796766,120,
0.6313829827815929,0.48019497223711,10,1.3769999980926513,48,14,3,23,0.21428571428571427,5.661331050385401,150,
0.5413636337627065,0.41077194973431486,5,1.5792000770568848,56,10,0,37,0.0,4.030226719614729,180,
0.6730909076603976,0.8909552532408422,8,1.7431250214576721,45,12,0,25,0.0,4.86223663918292,210,
0.43826153828547554,0.26096163341405887,3,1.0886666774749756,66,11,9,32,0.8181818181818182,4.633692563380785,240,
0.4879666646321615,0.3143541174386064,3,1.4516667524973552,61,7,1,40,0.14285714285714285,2.8690484442320385,270,
0.4895344849290519,0.3449733173820083,5,1.3297999858856202,59,10,0,37,0.0,4.2263938107266,300,
0.5073559284210205,0.2600800800545779,5,1.132200002670288,60,14,0,39,0.0,5.612347205600662,330,
0.48852458938223414,0.34635024018978333,6,1.337833325068156,62,7,1,44,0.14285714285714285,2.818791950819143,360,
0.6817380984624227,0.6463008389096315,9,1.5946667459275987,43,13,0,21,0.0,5.4482589760830935,390,
0.4534153828254113,0.26172744229502515,4,1.1125000715255737,66,9,0,44,0.0,3.6644951284730474,420,
0.5446862753699807,0.6655772656494495,6,1.8029999732971191,52,10,0,31,0.0,4.319809921541243,450,
0.5966799974441528,0.6750348296968598,5,1.9625999450683593,51,9,0,34,0.0,3.6200308528059355,480,
0.5436181805350564,0.4026926359225112,6,1.475000023841858,56,9,1,35,0.1111111111111111,3.6121609503634593,510,
0.7237560981657447,1.1035259056891,5,2.676199960708618,42,8,0,27,0.0,3.2351553521528142,540,
0.5050677970304327,0.3285611694053694,5,1.3657999992370606,60,10,1,40,0.1,4.026980767815997,570,
0.8542571408408028,1.5120935387789498,6,2.8865000009536743,36,8,0,24,0.0,3.2108097336564083,600,
0.4913114758788562,0.3952087337722605,3,1.7493334611256917,62,12,1,41,0.08333333333333333,4.804804800217998,630,
0.5148965531382067,0.31533638042172324,4,1.3564999103546143,59,10,0,39,0.0,4.01821590109972,660,
0.5875490179248885,0.5741740923270439,7,1.6018571853637695,52,9,2,31,0.2222222222222222,3.6042049160471015,690,
0.6058367320469448,0.5026579115143879,7,1.5971428326198034,50,10,0,30,0.0,4.042309523825587,720,
0.5513888906549524,0.43372254294681234,6,1.49999996026357,55,12,0,35,0.0,4.836272024811995,750,
0.7692051300635705,1.4106287348559834,5,2.9515999794006347,40,6,0,26,0.0,2.400079996868029,780,
0.6592954559759661,0.6816705144918505,8,1.6328750252723694,45,12,1,19,0.08333333333333333,4.9639766861165455,810,
0.4439848480802594,0.26352268459310113,3,1.2010000546773274,67,9,0,47,0.0,3.6856294610932983,840,
0.4793387113078948,0.4392209561787968,2,2.5770000219345093,63,3,0,46,0.0,1.2113462726722177,870,
0.6238333334525427,0.6893047360864993,7,1.7420000008174352,49,13,5,22,0.38461538461538464,5.209724818667837,900,
0.514465517011182,0.35497776098111733,4,1.5045000314712524,59,5,2,42,0.4,2.010791247255168,930,
0.5198070166403788,0.419589834120795,6,1.4490000406901042,58,13,2,31,0.15384615384615385,5.2651118927788625,960,
0.573346156340379,0.7224535645581098,5,1.9251999855041504,53,8,0,30,0.0,3.2199637613997334,990,
0.533696425812585,0.549854938313542,6,1.6964999437332153,57,10,0,33,0.0,4.015123653103942,1020,
0.5314363653009588,0.3695801496657586,7,1.336714233670916,56,4,0,39,0.0,1.6422046546119156,1050,
0.5628867959076503,0.640923404402713,6,1.831666628519694,54,10,0,35,0.0,4.022391286946608,1080,
0.6248750040928522,0.4803884055048247,7,1.517714330128261,49,15,0,25,0.0,6.001200200740907,1110,
0.5246037762120085,0.35295997273685853,6,1.274666666984558,54,9,0,36,0.0,3.884333170017236,1140,
0.5398000023581765,0.4998138629651812,5,1.6594000339508057,56,10,0,37,0.0,4.041901023132023,1170,
0.5430181806737726,0.3478175963939922,5,1.3967999935150146,56,13,0,36,0.0,5.223330888929537,1200,
0.5988600015640259,0.9899436341293991,3,3.4583332538604736,51,5,1,34,0.2,2.0038072285108264,1230,
0.5252280695396557,0.3037604981107464,3,1.4003334045410156,58,11,0,39,0.0,4.409112170478475,1260,
0.7167026996612549,1.3593869107692125,3,3.744666576385498,38,12,0,19,0.0,5.430273799347163,1290,
0.49456666310628256,0.350079042561521,6,1.406999985376994,61,3,1,42,0.3333333333333333,1.2131832668047418,1320,
0.48225806605431343,0.3069272003656037,4,1.4325000643730164,63,7,2,46,0.2857142857142857,2.809364539534385,1350,
0.6640681786970659,0.5261362292275805,8,1.6252500116825104,45,9,0,24,0.0,3.696225076409161,1380,
0.5318392855780465,0.5332240731349394,3,2.2746666272481284,57,5,0,37,0.0,2.0145720718319162,1410,
0.5539629635987459,0.5202507030168821,3,2.0166666507720947,55,7,0,33,0.0,2.8080497393726436,1440,
0.4759206355564178,0.3151537309642252,6,1.2424999872843425,64,10,0,41,0.0,4.002267946492742,1470,
0.5022372876183462,0.6054800984683817,2,2.879999876022339,60,6,0,42,0.0,2.4298056180531784,1500,
0.5315185211322926,0.31989019196815704,7,1.2110000337873186,55,8,2,33,0.25,3.344714637583244,1530,
0.5983999967575073,0.6690902212152939,8,1.6880000233650208,51,8,1,32,0.125,3.208556167118516,1560,
0.5409090909090909,0.5955043684019106,2,2.9744999408721924,56,7,0,36,0.0,2.8235294117647056,1590,
0.5971399974822998,0.3971500568915635,7,1.4044286182948522,51,11,0,29,0.0,4.421073803682451,1620,
0.7485641027108217,1.0146685260458488,6,2.2601667245229087,40,13,0,20,0.0,5.343563744927859,1650,
0.5500740740034316,0.3770977187495141,6,1.402333378791809,55,8,0,36,0.0,3.2318879616323954,1680,
0.5417090892791748,0.5551709587465617,4,2.0042499899864197,56,11,0,37,0.0,4.430422245994728,1710,
0.5059322017734333,0.7028152192241306,2,3.2674999237060547,60,10,0,41,0.0,4.0201005153563365,1740,
0.5204561425928484,0.3943634566186897,3,1.7843333880106609,58,8,0,37,0.0,3.236027761965226,1770,
0.4724423105900104,0.27745153286121804,2,1.2704999446868896,53,10,0,36,0.0,4.88460126445987,1800,
0.5081864413568529,0.3415545342967049,5,1.3886000156402587,60,8,0,41,0.0,3.2018143571941935,1830,
0.4527424248782071,0.31965465186292313,4,1.3732500672340393,67,12,2,38,0.16666666666666666,4.819115819342787,1860,
0.4274857146399362,0.24239855458001475,3,1.1396665573120117,71,8,0,49,0.0,3.2081272530561686,1890,
0.5167192952674732,0.6291515960960106,6,1.7466665903727214,58,6,1,38,0.16666666666666666,2.444572723151328,1920,
0.5026271181591486,0.3865589609673001,5,1.4622000217437745,60,9,0,37,0.0,3.6418816423603126,1950,
0.5866470570657768,0.39703413938831456,7,1.3785714081355505,52,14,2,25,0.14285714285714285,5.615160951347748,1980,
0.474475411118054,0.47833556957447076,2,2.4514999389648438,62,12,0,39,0.0,4.975296258540075,2010,
0.5754807683137747,0.5229117766640153,5,1.9757999897003173,53,8,0,37,0.0,3.2080200552371037,2040,
0.5700816329644651,0.6148708731760034,7,1.572857141494751,50,9,0,26,0.0,3.8662561731583596,2070,
0.5765769206560575,0.6397647602941195,6,1.728666623433431,53,13,5,25,0.38461538461538464,5.203121894970151,2100,
0.4857894746880782,0.2825846921610117,3,1.3353334267934163,58,7,1,35,0.14285714285714285,3.0335861259088768,2130,
0.5164385971270109,0.3181503326118389,6,1.181333303451538,58,15,0,30,0.0,6.114753533933609,2160,
0.5453269206560575,0.4113039236819902,5,1.4471999645233153,53,13,1,27,0.07692307692307693,5.501287184558649,2190,
0.497433336575826,0.5441272894769362,3,2.2240000565846763,61,7,2,37,0.2857142857142857,2.8144474788062213,2220,
0.6124999970197678,0.6072651980232783,8,1.5851249694824219,49,12,0,28,0.0,4.897959207505397,2250,
0.46844444577656097,0.26879214945451285,4,1.1822500228881836,64,11,1,40,0.09090909090909091,4.4727568319541655,2280,
0.48657377039799926,0.40433449987197245,5,1.4895999908447266,62,11,0,37,0.0,4.447289512666272,2310,
0.5823529374365713,0.7133272368706896,2,3.2035001516342163,52,10,0,30,0.0,4.040404066351715,2340,
0.4804032233453566,0.504563270736602,3,1.9866667588551838,63,11,2,39,0.18181818181818182,4.431760976203897,2370,
0.6189791659514109,0.867662959822766,4,2.368000030517578,49,9,0,30,0.0,3.635017337847882,2400,
0.5241578921937106,0.4423779998970372,5,1.6231999397277832,58,5,6,30,1.2,2.0082337681531124,2430,
0.549415093547893,0.41730053081876345,5,1.661799955368042,54,10,0,31,0.0,4.121020645383595,2460,
0.4915166695912679,0.38905025270886734,2,2.151000142097473,61,10,1,38,0.1,4.069037987385345,2490,
0.4458656702468644,0.2271850073798724,0,0,68,8,0,48,0.0,3.2136042680796613,2520,
0.567078431447347,0.8351019673446223,2,3.825500011444092,52,11,0,29,0.0,4.564157531986761,2550,
0.5367999987168746,0.3896075761364099,5,1.5036000728607177,56,6,0,37,0.0,2.4386939497393056,2580,
0.6178541680177053,0.6340354536428291,5,1.9021999835968018,49,6,0,30,0.0,2.4277573538308084,2610,
0.8410285677228655,1.6031239630933078,7,2.5732857499803816,36,8,0,19,0.0,3.2613126927229006,2640,
0.6348085099078239,0.8570312045780764,7,2.0758571284157887,48,6,0,29,0.0,2.413192119682611,2670,
0.5686923082058246,0.3485743934401339,5,1.3276000022888184,53,13,0,30,0.0,5.275260376678458,2700,
0.566653847694397,0.3663021392240574,5,1.4150000095367432,53,12,3,29,0.25,4.886988380116405,2730,
0.5874901939840877,0.6739213306090699,6,1.8421666622161865,52,10,1,32,0.1,4.005073106861623,2760,
0.49303333361943563,0.4396463480415551,4,1.8709999918937683,61,5,0,45,0.0,2.028260427462058,2790,
0.6045510233664999,0.7358446150920835,5,1.9989999771118163,50,11,0,28,0.0,4.455997007530142,2820,
0.591879997253418,0.9122972525521453,7,1.9330000196184431,51,11,0,28,0.0,4.460363607911662,2850,
0.5088909105821089,0.34497776871858177,6,1.302666703859965,56,11,1,33,0.09090909090909091,4.7161384691557835,2880,
0.4585538460658147,0.24202996373973962,2,1.2079999446868896,66,5,0,48,0.0,2.013017513638817,2910,
0.6075306084691262,0.5770299394905725,7,1.779428550175258,50,10,0,32,0.0,4.03103902535503,2940,
0.7092142899831136,0.9387282859228069,8,1.9728749990463257,43,12,0,21,0.0,4.834323669159377,2970,
0.5154137899135721,0.29995706928119026,2,1.4494999647140503,59,11,2,32,0.18181818181818182,4.415601820329931,3000,
0.5409999977458607,0.4893281485577915,6,1.625666658083598,56,11,0,34,0.0,4.436229223659665,3030,
0.489131145789975,0.2696099332205074,5,1.1538000106811523,62,11,0,40,0.0,4.424037284999772,3060,
0.4974833329518636,0.5022366326854553,4,1.7984999418258667,61,10,1,39,0.1,4.020235186840963,3090,
0.47374603483412003,0.26949509073247513,4,1.1167500019073486,64,5,1,43,0.2,2.0103196277187294,3120,
0.5398205121358236,0.5427452392993722,3,2.0456666946411133,40,4,0,26,0.0,2.2799601035900587,3150,
0.5707959204303975,0.3237998378360437,5,1.2573999881744384,50,12,2,29,0.16666666666666666,5.148557312722479,3180,
0.560716984406957,0.6296699566716812,5,1.8926000118255615,54,10,0,33,0.0,4.037956770278518,3210,
0.5100740724139743,0.5767879100249427,3,2.3963332970937095,55,7,0,32,0.0,3.0496659988886323,3240,
0.5241403496056273,0.3581700736615136,5,1.4226000308990479,58,11,0,34,0.0,4.418262160939628,3270,
0.6972619068054926,1.0638494326539842,5,2.727400016784668,43,9,0,25,0.0,3.68789481589433,3300,
0.6867441853811574,0.9767487208222487,7,2.0012857573372975,44,10,0,26,0.0,4.063664074373937,3330,
0.5143620680118429,0.3142996260116711,6,1.2623333136240642,59,8,0,40,0.0,3.2179130552741184,3360,
0.5052542403592901,0.3173783462852307,5,1.2808000087738036,60,12,0,36,0.0,4.830593731120613,3390,
0.6457173876140428,0.8426233720902228,7,1.83071425982884,47,12,0,26,0.0,4.847995179711366,3420,
0.5613207547169812,0.6893806714139382,5,2.07979998588562,54,9,0,34,0.0,3.630252100840336,3450,
0.47635483741760254,0.4027738155901352,3,1.7269999186197917,63,10,0,41,0.0,4.063113710485898,3480,
0.5342142837388175,0.3332604520203281,5,1.2975999355316161,57,14,0,29,0.0,5.615724048042731,3510,
0.5134137909987877,0.36879602893912256,5,1.3929999351501465,59,8,0,35,0.0,3.223856551599744,3540,
0.4581639336757973,0.24443692148739257,3,1.08133331934611,62,11,1,37,0.09090909090909091,4.723057113790053,3570,
0.45470769221966084,0.2580969882118106,4,1.1389999985694885,66,8,0,43,0.0,3.248071458200894,3600,
0.48117741846269174,0.3323777445798681,4,1.4582499861717224,63,9,0,40,0.0,3.6201521871833835,3630,
0.5057627144506422,0.402140864307686,5,1.4405999183654785,60,10,0,37,0.0,4.02144770061581,3660,
0.48601785727909635,0.27799080821209565,4,1.156749963760376,57,11,0,34,0.0,4.8499099813718685,3690,
0.5870588199765074,0.6341433130661412,6,1.73116668065389,52,7,0,35,0.0,2.805611239424565,0,
0.526928573846817,0.5302190272639015,4,2.0077500343322754,57,9,0,41,0.0,3.6600243833656325,30,
0.5597924511387663,0.536122298534538,3,2.184666713078817,54,8,0,36,0.0,3.2357005726538013,60,
0.5920212725375561,0.6095233822678364,4,2.118000030517578,48,8,0,31,0.0,3.450134794539479,90,
0.6956190495263963,0.6193763016994861,8,1.7212500274181366,43,9,0,27,0.0,3.6966045900831745,120,
0.5533888869815402,0.415705918699566,7,1.460714306150164,55,5,1,40,0.2,2.007830546022828,150,
0.5282678561551231,0.34569923000459646,6,1.3205000559488933,57,10,2,37,0.2,4.056383741485691,180,
0.5848181897943671,0.5192667951639297,2,1.5250000953674316,12,4,0,6,0.0,7.461526402198092,210,
0.6925238087063744,0.9256948956053486,5,2.585599899291992,43,9,0,23,0.0,3.713126594494949,0,
0.6489130465880685,0.7191949286351798,8,1.7235000133514404,47,10,0,28,0.0,4.020100483246901,30,
0.546574076016744,0.40168107013868903,7,1.4502857412610735,55,8,0,37,0.0,3.2525834205925945,60,
0.5330357125827244,0.5579785190778984,4,1.9350000023841858,57,9,0,38,0.0,3.618090463820703,90,
0.5026206888001541,0.27401078030422227,4,1.205750048160553,59,10,0,39,0.0,4.116355660130847,120,
0.6372340435677386,0.5338332361610836,7,1.6649999277932304,48,12,2,27,0.16666666666666666,4.808013347937765,150,
0.5360370388737431,0.32889938909221955,1,1.6610000133514404,28,5,0,17,0.0,4.1456505074561445,180,
0.8292222221692404,1.357916200031479,5,3.1338000297546387,37,3,0,27,0.0,1.2059493502043468,0,
0.5619245250270052,0.3413179128609665,7,1.3017143181392126,54,4,0,40,0.0,1.6117117816044175,30,
0.7126666648047311,0.947702445952355,3,3.275000015894572,43,5,0,30,0.0,2.004543637470196,60,
0.5549444445857296,0.5022941121772008,8,1.4080000221729279,55,8,1,42,0.125,3.2035238754482953,90,
0.8735294131671681,1.503756538738917,6,2.7758334080378213,35,7,0,22,0.0,2.828282823741985,120,
0.5197659553365505,0.3716124309132622,5,1.3348000049591064,48,8,0,31,0.0,3.929755634277356,150,
0.5186428555420467,0.31069325239277207,4,1.4204999208450317,57,7,1,40,0.14285714285714285,2.892163622754067,180,
0.759384613770705,0.9154099488921614,8,2.0116250216960907,40,6,0,24,0.0,2.43111831959146,210,
0.5801111115349664,0.3973464008034873,10,1.2360000371932984,46,7,0,31,0.0,3.2177743703744808,240,
0.5532777795085201,0.5538452912417964,6,1.6296667257944744,55,8,0,39,0.0,3.213174003403839,0,
0.56255769271117,0.6907134620052453,2,3.4274998903274536,53,7,0,34,0.0,2.8715003568780473,30,
0.5850784311107561,0.4222719871760364,5,1.6100000381469726,52,8,0,34,0.0,3.217265995608269,60,
0.6752325545909793,0.834783806032667,6,1.9460000197092693,44,13,0,27,0.0,5.372825928011991,90,
0.7027380977358136,0.7204295549721572,5,2.328000020980835,43,13,3,25,0.23076923076923078,5.285448058462966,120,
0.5564528276335519,0.32129419705906653,5,1.295400047302246,54,14,1,35,0.07142857142857142,5.696460083121681,150,
0.4946875025828679,0.3772334768190817,3,1.5949999491373699,49,5,0,34,0.0,2.5268477442294093,180,
0.6029183669966094,0.7029123128646879,5,1.9886000633239747,50,6,0,37,0.0,2.4371255472306816,0,
0.5836800003051758,0.4115518929078809,7,1.4600000040871757,51,9,1,34,0.1111111111111111,3.700657892801962,30,
0.6517173881116121,1.0484676245910716,7,2.0134285518101285,47,8,1,29,0.125,3.202241584786014,60,
0.5513541648785273,0.30693392047331575,5,1.1271998882293701,49,12,0,30,0.0,5.441148704591632,90,
0.5752500020540677,0.3669097640700911,5,1.3773999691009522,53,12,0,36,0.0,4.813960468218284,120,
0.4524696956981312,0.3082550887610403,4,1.394749939441681,67,7,0,48,0.0,2.8128453348981473,150,
0.5869215656729305,0.3575902015430248,5,1.4729999542236327,52,5,0,37,0.0,2.0044766746412197,180,
0.5855882354811126,0.6328080820434728,4,2.0397499799728394,52,8,0,34,0.0,3.214465091891662,210,
0.5999047642662412,0.4113358420456809,2,1.5824999809265137,22,7,0,11,0.0,6.667725009472965,240,
5.552799987792969,1.5908151753523607,5,5.552799987792969,6,6,0,0,0.0,2.5932862756908817,0,5.0
2.989500045776367,3.2661261926292817,1,5.299000024795532,3,1,2,0,2.0,2.0070245553188517,30,5.0
