mean_iki,std_iki,pause_count,mean_pause,long_pause_count,total_events,insert_count,insert_suggestion_count,insert_letter_suggestion_count,backspace_count,delete_word_count,delete_sentence_count,switch_view_count,gaze_event_count,text_area_gaze_count,tile_gaze_not_selected_count,error_rate,wpm,event_rate,session_time,fatigue,source
5.6366666952768965,2.2438747186170978,3,5.6366666952768965,3,4,4,0,0,0,0,0,0,0,0,0,0.0,2.8385570524165993,0.2365464210347166,0.0,5.0,realtime
4.836499989032745,3.024385137662948,3,6.221999963124593,3,5,3,0,0,2,0,0,0,0,0,0,0.6666666666666666,1.8608497922895508,0.2584513600402154,20.0,5.0,realtime
0.6059090946659897,0.5516006666730862,3,2.000666697820028,1,34,3,4,5,0,0,0,4,18,0,18,0.0,16.80420094606924,1.700425095733197,0.0,5.0,realtime
0.6001515171744607,0.4335867238466703,4,1.5649999976158142,1,34,3,5,6,0,0,0,3,17,1,16,0.0,20.60085829965889,1.716738191638241,20.0,5.0,realtime
0.5379354799947431,0.3217264998077296,5,1.1302000045776368,0,32,2,4,5,0,0,0,1,20,0,20,0.0,19.429119832973175,1.9189254156022888,40.0,5.0,realtime
0.5050512827359713,0.2723896134296563,2,1.2280000448226929,0,40,5,2,4,0,0,0,6,23,1,22,0.0,11.575366791435464,2.030766103760608,60.0,5.0,realtime
0.52045945863466,0.2874813802812085,3,1.256333351135254,0,38,4,2,2,0,0,0,6,24,0,24,0.0,9.970400389690631,1.973308410459604,80.0,5.0,realtime
0.6114687547087669,0.5141347777630672,3,1.7016666730244954,1,33,2,3,5,0,0,0,1,22,0,22,0.0,13.492103948842566,1.6865129936053207,100.0,5.0,realtime
0.4614473644055818,0.2474898625179324,2,1.162500023841858,0,39,4,2,2,0,0,0,4,27,0,27,0.0,10.949529607685523,2.2241232015611216,120.0,5.0,realtime
0.6161250025033951,0.3393932839155803,4,1.2490000128746033,0,33,3,0,4,0,0,0,3,23,0,23,0.0,4.260499069724954,1.6737674916776606,0.0,6.0,realtime
0.5209210483651412,0.4224914263554222,4,1.568250060081482,1,39,2,2,3,0,0,0,3,29,0,29,0.0,9.093205429362596,1.9701945096952296,20.0,6.0,realtime
0.4516279032064039,0.2306751765239366,1,1.180999994277954,0,44,3,2,4,0,0,0,7,28,0,28,0.0,10.504634485224512,2.265705477205287,40.0,6.0,realtime
0.6742413783895558,0.4483216877673675,8,1.272374987602234,1,30,4,4,5,0,0,0,2,15,0,15,0.0,17.797780416061578,1.534291415177722,60.0,6.0,realtime
0.763439998626709,0.6568738600499954,5,1.8384000301361083,2,26,3,2,4,0,0,0,4,13,0,13,0.0,10.688462766790275,1.3622550585124864,80.0,6.0,realtime
0.6451333284378051,0.4680078026357201,5,1.4804000377655029,1,31,2,5,6,0,0,0,1,17,0,17,0.0,20.460886793686345,1.6017360873845368,100.0,6.0,realtime
0.5395135170704609,0.3179119748894564,3,1.3079999287923176,0,38,1,4,8,0,0,0,1,24,0,24,0.0,17.433122818639315,1.903616859506592,120.0,6.0,realtime
0.335875004529953,0.1187631850998435,0,0.0,0,9,2,1,0,0,0,0,1,5,0,5,0.0,31.26162964908459,3.3494603195447774,140.0,6.0,realtime
0.5896060611262466,0.369726516301184,5,1.3444000720977782,0,34,2,3,4,0,0,0,5,20,0,20,0.0,12.951636931575806,1.7474430780697514,0.0,4.0,realtime
0.7821199989318848,1.0872559157145674,3,3.2390000025431314,2,26,4,1,8,0,0,0,0,13,0,13,0.0,10.43318162320851,1.3297192264873592,20.0,4.0,realtime
0.6599999979922646,0.5598453191242885,3,1.6153333981831868,1,20,2,4,2,0,0,0,2,10,0,10,0.0,22.966507246898143,1.594896336590149,40.0,4.0,realtime
0.4692000031471252,0.2488718207908772,2,1.1589999198913574,0,41,3,5,4,0,0,0,3,26,0,26,0.0,20.460357919029605,2.1845694653130567,60.0,4.0,realtime
0.660533332824707,0.385781753470483,6,1.1961666345596311,0,31,1,3,10,0,0,0,2,15,0,15,0.0,15.744852656451725,1.5643924113782164,80.0,4.0,realtime
0.5504444440205892,0.3355936026092367,2,1.4565000534057615,0,37,4,2,3,1,0,0,5,22,0,22,0.1428571428571428,10.29471135229536,1.8671780393869033,100.0,4.0,realtime
0.4795121972153826,0.3013189519621669,3,1.3163333733876543,0,42,2,2,2,0,0,0,5,31,0,31,0.0,8.545269545602931,2.1363173864007328,120.0,4.0,realtime
0.6010000043445163,0.325134726285038,2,1.2330000400543213,0,19,2,3,4,0,0,0,1,9,0,9,0.0,23.29450898302267,1.7563320264977411,140.0,4.0,realtime
0.8217619033086867,0.5518801393989007,7,1.5132857050214494,0,22,3,0,5,0,0,0,2,12,0,12,0.0,5.562959968115435,1.2748449926931205,0.0,10.0,realtime
0.8894090977582064,0.6496306263588802,7,1.651571444102696,1,23,2,1,3,0,0,0,5,12,0,12,0.0,6.132774522201166,1.1754484500885567,20.0,10.0,realtime
0.7699200057983399,0.8752709778808161,6,1.875666658083598,1,26,4,1,2,0,0,0,2,17,2,15,0.0,6.8578553099488575,1.3507896822626535,40.0,10.0,realtime
0.886454538865523,0.5307507627554531,8,1.465000003576279,1,23,4,0,3,0,0,0,2,14,1,13,0.0,4.307250570422139,1.1793662276155858,60.0,10.0,realtime
0.9524500012397766,0.7832045181144502,7,1.9010000228881836,2,21,2,0,3,0,0,0,2,14,1,13,0.0,3.1497716374560203,1.1024200731096072,80.0,10.0,realtime
0.702304342518682,0.5851701916303751,5,1.6638000011444092,1,24,2,0,4,0,0,0,1,17,0,17,0.0,4.457376372445571,1.485792124148524,100.0,10.0,realtime
1.6503333449363708,1.6573021999416695,7,2.5018571444920132,4,13,1,1,4,0,0,0,0,7,0,7,0.0,6.059381900439971,0.6564330392143302,120.0,10.0,realtime
1.397571427481515,1.0499087965034088,7,2.293714318956648,6,15,1,0,6,0,0,0,0,8,1,7,0.0,4.293161610217133,0.7666360018244882,140.0,10.0,realtime
0.7915789453606856,0.5509234052617759,4,1.727999985218048,1,20,1,3,5,0,0,0,0,11,0,11,0.0,16.755319191433824,1.3297872374153827,160.0,10.0,realtime
0.9161904766446068,0.656563367426118,7,1.6844285556248255,2,22,2,0,7,0,0,0,1,12,0,12,0.0,5.613305610523251,1.143451142884366,180.0,10.0,realtime
1.2194999967302596,1.7641436329104376,3,3.8953333695729575,2,15,2,0,1,0,0,0,2,10,0,10,0.0,2.1085925201501614,0.8785802167292339,200.0,10.0,realtime
0.8673913064210311,0.5825891914407878,6,1.6986666917800903,1,24,2,0,5,0,0,0,1,16,0,16,0.0,4.2105263057256375,1.2030075159216107,220.0,10.0,realtime
0.7360000610351562,0.0,0,0.0,0,2,1,1,0,0,0,0,0,0,0,0,0.0,97.82607884398097,2.7173910789994715,240.0,10.0,realtime
0.547857141494751,0.31367154588586,4,1.178250074386597,0,36,2,3,7,0,0,0,3,21,1,20,0.0,15.019556751822076,1.877444593977759,20.0,4.0,realtime
0.5780588178073659,0.4458177967589604,2,2.1234999895095825,1,35,2,2,6,1,0,0,1,23,0,23,0.125,10.990129344567254,1.7808079956474718,40.0,4.0,realtime
0.7137037029972783,0.6036646479773833,5,1.7992000102996826,2,28,2,4,5,0,0,0,2,15,0,15,0.0,16.813700068536374,1.453035808392032,60.0,4.0,realtime
0.5690285750797817,0.3542450382731841,5,1.233400011062622,0,36,2,4,4,0,0,0,3,23,0,23,0.0,15.66579624412688,1.8075918743223325,80.0,4.0,realtime
0.677310351667733,0.4642090796060838,5,1.5363999843597411,0,30,3,4,4,0,0,0,4,15,0,15,0.0,16.495265081352663,1.5273393593845055,100.0,4.0,realtime
0.8402608684871508,0.8475451708719974,5,2.091000032424927,2,24,3,5,3,0,0,0,2,11,0,11,0.0,19.248680558691984,1.2418503586252894,120.0,4.0,realtime
0.5184117625741398,0.2118949953976102,0,0.0,0,18,3,3,2,0,0,0,1,9,0,9,0.0,27.23249755893515,2.0424373169201364,140.0,4.0,realtime
0.5123684218055323,0.255829624739639,3,1.1256667772928874,0,39,3,1,6,2,0,0,4,23,0,23,0.2222222222222222,8.628659463437703,2.003081661155181,0.0,5.0,realtime
0.6462666670481364,0.4693258659178984,6,1.3696666955947876,1,31,4,2,6,0,0,0,4,15,0,15,0.0,12.378790997438417,1.598927170502462,20.0,5.0,realtime
0.6045757568243778,0.483724410952119,5,1.5331999778747558,1,34,4,3,4,0,0,0,2,21,0,21,0.0,13.833893055136018,1.7041752314297995,40.0,5.0,realtime
0.5055675635466704,0.3220057404420157,4,1.1762499809265137,0,38,1,6,7,0,0,0,0,24,0,24,0.0,24.377205368687836,2.0314337807239866,60.0,5.0,realtime
0.5343783739450816,0.306153323204438,3,1.2636666297912598,0,38,2,3,5,1,0,0,5,22,0,22,0.1428571428571428,13.35221536466672,1.9219097873383912,80.0,5.0,realtime
0.4670238097508748,0.2139007552228718,1,1.0390000343322754,0,43,3,3,2,0,0,0,6,29,0,29,0.0,12.235534024130148,2.1921998459899847,100.0,5.0,realtime
0.6313076936281644,0.4711592862591775,3,1.6413332621256511,1,27,2,5,6,0,0,0,0,14,0,14,0.0,24.125746263659572,1.6449372452495163,120.0,5.0,realtime
0.5511666668785943,0.3669576804075907,4,1.3917500376701355,0,37,2,2,5,0,0,0,4,24,1,23,0.0,10.281221647090035,1.864731377168291,0.0,4.0,realtime
0.5360000004639497,0.4995319094940568,4,1.715000033378601,2,38,4,3,5,0,0,0,3,23,0,23,0.0,14.521984658668494,1.91609519801876,20.0,4.0,realtime
0.5665428570338658,0.4464199651473248,5,1.4222000122070313,1,36,2,4,5,0,0,0,2,23,0,23,0.0,16.339704476389684,1.8155227195988537,40.0,4.0,realtime
0.4963076909383138,0.3400413433680968,4,1.328249990940094,0,40,3,4,3,0,0,0,3,27,0,27,0.0,16.11903290250306,2.0665426798080846,60.0,4.0,realtime
0.5531944433848063,0.4941798226513795,4,1.6422499418258667,1,37,4,7,1,1,0,0,3,21,0,21,0.2,24.102435396406477,1.8578960618063325,80.0,4.0,realtime
0.5808235336752499,0.4593043948093711,3,1.8096667130788169,0,35,3,4,3,0,0,0,4,21,0,21,0.0,15.79906814410527,1.7723313623195012,100.0,4.0,realtime
0.4913076895933885,0.3258433863983568,3,1.2540000279744463,0,27,3,4,1,0,0,0,1,18,0,18,0.0,22.54579627298416,2.1136684005922652,120.0,4.0,realtime
1.5,0.8847134227647365,9,1.9536666605207655,5,14,0,6,2,0,0,0,0,6,0,6,0.0,19.692307692307693,0.717948717948718,0.0,5.0,realtime
0.9090000065890226,0.7152269967354924,7,1.7822857584272112,2,23,3,2,2,1,0,0,1,14,0,14,0.2,9.00090002476463,1.1501150031643694,20.0,5.0,realtime
0.6788620619938291,0.4514023316705737,7,1.3399999822889055,0,30,2,3,3,0,0,0,3,19,0,19,0.0,12.19078592292987,1.523848240366234,40.0,5.0,realtime
0.8587391376495361,0.6021294851289781,8,1.6011250019073486,1,24,3,4,3,0,0,0,2,12,0,12,0.0,15.796668390396,1.2151283377227693,60.0,5.0,realtime
0.5720909075303511,0.3442373199145921,3,1.4833333492279053,0,34,3,2,4,0,0,0,4,21,0,21,0.0,10.805657108770284,1.800942851461714,80.0,5.0,realtime
0.7686153925382174,0.7045212266390617,5,1.9539999961853027,2,27,3,2,3,0,0,0,4,15,0,15,0.0,9.60768604988379,1.351080850764908,100.0,5.0,realtime
0.7702000045776367,0.6750877137534361,6,1.821833332379659,1,26,1,2,5,0,0,0,2,16,0,16,0.0,9.97143593138716,1.3502986157086776,120.0,5.0,realtime
0.7075357181685311,0.46672461873517,7,1.4008571079799108,0,29,2,3,3,0,0,0,2,19,0,19,0.0,12.11448178703383,1.4638332159332546,140.0,5.0,realtime
0.9674000024795532,0.8105826574541485,6,2.024999976158142,2,21,2,3,3,0,0,0,2,11,0,11,0.0,12.404382850157816,1.085383499388809,160.0,5.0,realtime
0.5968095234462193,0.480166597902598,3,1.6490000089009602,0,22,3,2,2,1,0,0,2,12,0,12,0.2,14.36208410672417,1.7553658352662873,180.0,5.0,realtime
0.8976363593881781,0.7540946448180883,5,2.0962000370025633,2,23,2,2,3,0,0,0,1,15,0,15,0.0,9.114847116258575,1.164674909299707,0.0,4.0,realtime
0.8635217417841372,1.0680172593727528,5,2.4104000091552735,2,24,3,2,2,1,0,0,4,12,0,12,0.2,9.062987737114904,1.208398364948654,20.0,4.0,realtime
0.7626923139278705,0.5435207141354235,7,1.5132857050214494,1,27,2,2,8,0,0,0,1,14,0,14,0.0,12.102874333727984,1.3615733625443982,40.0,4.0,realtime
0.6637000004450481,0.5585477561597934,5,1.5875999927520752,1,31,3,3,4,0,0,0,2,19,0,19,0.0,13.25900255250732,1.5569283300292684,60.0,4.0,realtime
0.5857878742796002,0.3173515996121715,4,1.1934999227523804,0,34,3,5,3,0,0,0,5,18,1,17,0.0,19.2437019741838,1.7588329761350785,80.0,4.0,realtime
0.6379032288828204,0.5700528965182529,5,1.635599946975708,1,32,3,1,4,0,0,0,3,21,0,21,0.0,7.281921583086819,1.6182047962415154,100.0,4.0,realtime
0.5817647050408756,0.3670143226260046,4,1.3647499680519104,0,35,3,3,4,0,0,0,4,21,1,20,0.0,13.346814983915849,1.769464107716116,120.0,4.0,realtime
0.7613461567805364,0.7167554338684545,6,1.6070000330607097,1,27,4,4,2,0,0,0,4,13,0,13,0.0,15.761555887723604,1.363980797976081,140.0,4.0,realtime
1.05018749833107,1.441041601341576,4,2.5352500081062317,1,17,2,5,2,0,0,0,1,7,0,7,0.0,20.710587428020737,1.0117240984952656,160.0,4.0,realtime
0.6815172392746498,0.3679193022257626,4,1.3327500224113464,0,30,4,2,7,0,0,0,3,14,0,14,0.0,12.75045541278213,1.5179113586645394,0.0,4.0,realtime
0.5475277768241035,0.355443265576252,5,1.2333999633789063,0,37,3,2,7,0,0,0,3,22,0,22,0.0,12.175942388413972,1.877124451547154,20.0,4.0,realtime
0.568941172431497,0.2588068008135168,3,1.0299998919169109,0,35,3,7,2,0,0,0,5,18,0,18,0.0,24.81389595779932,1.8093465802562003,40.0,4.0,realtime
0.5280270254289782,0.3894109125284242,4,1.4642500281333923,0,38,4,3,4,0,0,0,5,22,0,22,0.0,14.127041041884675,1.945027389824702,60.0,4.0,realtime
0.4337391283201134,0.1863362124537675,0,0.0,0,47,4,1,3,0,0,0,5,34,0,34,0.0,7.217321606959873,2.355653580049403,80.0,4.0,realtime
0.6031818173148416,0.3231757086472333,3,1.286666711171468,0,34,4,2,7,0,0,0,6,15,0,15,0.0,12.66013566250738,1.7081135417668687,100.0,4.0,realtime
0.6287500006811959,0.2878756809168719,4,1.1227499842643738,0,29,3,5,5,0,0,0,3,13,0,13,0.0,22.49360974558185,1.6472592995501858,120.0,4.0,realtime
0.6209374964237213,0.3673786869108903,5,1.2860000133514404,0,33,3,1,6,0,0,0,6,17,0,17,0.0,8.454957270638804,1.660795178161194,0.0,2.0,realtime
0.6036969676162257,0.5408492500759744,3,1.9336666266123457,1,34,3,2,6,0,0,0,3,20,0,20,0.0,11.44463411233012,1.706655964119404,20.0,2.0,realtime
0.6029062494635582,0.3423426171676571,4,1.316499948501587,0,33,3,4,3,0,0,0,5,18,0,18,0.0,16.171668495185045,1.710464936990726,40.0,2.0,realtime
0.6890357136726379,0.7961843888209192,4,2.174749970436096,2,29,4,1,1,0,0,0,5,18,0,18,0.0,6.219872498148095,1.5031358537191228,60.0,2.0,realtime
0.55408333407508,0.2863080299118132,2,1.215000033378601,0,37,4,6,3,0,0,0,6,18,0,18,0.0,22.25898628393347,1.8549155236611223,80.0,2.0,realtime
0.5855294115403119,0.394516443457606,3,1.4696667194366455,1,35,4,6,2,0,0,0,5,18,0,18,0.0,21.699819176489676,1.7580872017989322,100.0,2.0,realtime
0.5564857142312186,0.3449301858730509,4,1.3119999766349792,0,36,4,3,5,0,0,0,4,20,0,20,0.0,14.78667146009156,1.8483339325114452,120.0,2.0,realtime
0.6695833206176758,0.4105219673757519,2,1.3910000324249268,0,13,2,3,1,0,0,0,2,5,0,5,0.0,26.88239005624483,1.6179216237554757,140.0,2.0,realtime
0.5486111111111112,0.3284487425465194,5,1.1920000076293946,0,37,3,4,4,0,0,0,4,22,0,22,0.0,16.405063291139243,1.8734177215189871,0.0,4.0,realtime
0.5511714322226388,0.3261982099350403,4,1.2692500352859497,0,36,2,3,5,0,0,0,6,20,0,20,0.0,13.685138056666007,1.8661551895453643,20.0,4.0,realtime
0.6045757568243778,0.3237144824696132,4,1.2300000190734863,0,34,4,4,2,4,0,0,4,16,0,16,0.6666666666666666,15.63831388841463,1.7041752314297995,40.0,4.0,realtime
0.4342222213745117,0.2762570233112187,3,1.0989999771118164,0,46,2,2,7,0,0,0,2,33,0,33,0.0,11.668372591868632,2.354145347482268,60.0,4.0,realtime
0.7673076941416814,0.5101653108125922,6,1.5253333648045857,1,27,2,3,4,0,0,0,5,13,0,13,0.0,12.631578917176912,1.3533834554118118,80.0,4.0,realtime
0.5630882347331327,0.4087526889051084,4,1.561750054359436,0,35,4,3,2,0,0,0,5,21,0,21,0.0,13.162705680389587,1.828153566720776,100.0,4.0,realtime
0.5218529420740464,0.2433939609835272,1,1.0439999103546145,0,35,4,4,4,0,0,0,4,19,0,19,0.0,18.93704556287478,1.9726089127994564,120.0,4.0,realtime
0.4915750026702881,0.3272437401447615,3,1.3226666450500488,0,41,6,4,4,0,0,0,7,20,1,19,0.0,18.30849809512493,2.0851345052781167,20.0,3.0,realtime
0.6231250017881393,0.4305645379635203,5,1.4455999374389648,1,33,3,2,3,0,0,0,6,19,1,18,0.0,9.62888663234858,1.6549648899349123,40.0,3.0,realtime
0.6194838708446871,0.5940799284089818,4,1.667500078678131,1,32,3,6,3,0,0,0,3,17,0,17,0.0,22.49531348082758,1.6663195170983391,60.0,3.0,realtime
0.494049996137619,0.5009422460169441,3,1.91866668065389,1,41,3,2,3,0,0,0,3,30,1,29,0.0,9.715615904312134,2.074688812899987,80.0,3.0,realtime
0.5645428589412145,0.4276060215504208,7,1.2751429080963137,1,36,4,6,1,0,0,0,4,21,0,21,0.0,21.256136376440384,1.8219545465520328,100.0,3.0,realtime
0.627225806636195,0.6043288608446632,5,1.614799976348877,1,32,3,3,6,0,0,0,3,17,0,17,0.0,14.811767121746882,1.6457519024163203,120.0,3.0,realtime
0.7553999900817872,0.6232952276010941,2,1.8734999895095823,0,11,2,1,3,0,0,0,1,4,0,4,0.0,15.885623719297058,1.456182174268897,140.0,3.0,realtime
0.4966499984264373,0.3078646598988925,3,1.271666685740153,0,41,3,2,7,1,0,0,5,23,0,23,0.1,12.080942351777145,2.063827651761929,0.0,3.0,realtime
0.5623714310782296,0.3818285142711297,4,1.3335000276565552,0,36,3,2,6,0,0,0,2,23,0,23,0.0,11.583600009331793,1.8289894751576512,20.0,3.0,realtime
0.6158965456074682,0.3479983935419692,3,1.3543333212534587,0,30,4,5,4,0,0,0,2,15,0,15,0.0,22.17121123860956,1.679637215046179,40.0,3.0,realtime
0.5644857134137835,0.3106306944669091,4,1.2929999828338623,0,36,2,4,3,0,0,0,3,24,1,23,0.0,15.184491596061848,1.8221389915274215,60.0,3.0,realtime
0.6314516067504883,0.447450984564205,5,1.4443999767303466,1,32,4,3,2,1,0,0,5,17,0,17,0.1666666666666666,12.873563343828216,1.6347382023908847,80.0,3.0,realtime
0.6010303063826128,0.3582557268356403,5,1.2400000095367432,0,34,2,6,4,0,0,0,1,21,0,21,0.0,21.780780356482538,1.7142280836120514,100.0,3.0,realtime
0.5788235313752118,0.2987507667327698,4,1.12624990940094,0,35,1,4,8,0,0,0,0,22,0,22,0.0,17.68292676928543,1.7784552785200864,120.0,3.0,realtime
0.576200008392334,0.2805614029079354,0,0.0,0,6,1,1,2,0,0,0,0,2,0,2,0.0,33.32176279130968,2.082610174456855,140.0,3.0,realtime
0.5116666708237085,0.3496223741575064,4,1.3692499995231628,0,40,4,4,5,0,0,0,3,24,0,24,0.0,17.439238144458525,2.004510131546957,0.0,3.0,realtime
0.5249189170631202,0.3157176470696355,4,1.2147499918937683,0,38,4,5,1,0,0,0,8,20,0,20,0.0,18.535681251814655,1.956544132135991,20.0,3.0,realtime
0.4407333321041531,0.281105405454769,2,1.3615000247955322,0,46,6,1,2,0,0,0,6,31,0,31,0.0,7.865678436700204,2.3193667185141624,40.0,3.0,realtime
0.5374054071065542,0.3223510207085258,3,1.3549999396006267,0,38,4,4,5,0,0,0,3,22,0,22,0.0,17.50150869535361,1.911084282825969,60.0,3.0,realtime
0.5899090911402847,0.308891710306315,6,1.096833348274231,0,34,2,4,7,0,0,0,4,17,0,17,0.0,17.87640621891477,1.746545435181328,80.0,3.0,realtime
0.4629268297334997,0.3183421497243745,3,1.3450000286102295,0,42,5,5,3,0,0,0,4,25,0,25,0.0,20.86406741844307,2.212855635289417,100.0,3.0,realtime
0.5550909042358398,0.3148131463148031,2,1.1115000247955322,0,12,1,4,2,0,0,0,0,5,0,5,0.0,45.201441600723456,1.965280069596672,120.0,3.0,realtime
1.2759999752044675,1.0619304873369846,1,3.172999858856201,1,6,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.940438889748184,0.0,3.0,realtime
0.4907750010490417,0.3814792846786133,3,1.5539999802907307,0,41,3,4,4,0,0,0,4,26,0,26,0.0,16.5045081405656,2.0885334375407085,20.0,3.0,realtime
0.5383783804403769,0.4468348793936259,2,1.9915000200271609,1,38,5,1,7,0,0,0,2,23,0,23,0.0,10.240963816198615,1.9076305147820956,40.0,3.0,realtime
0.5665714263916015,0.4183264599621829,5,1.3836000442504883,1,36,3,4,7,0,0,0,2,20,0,20,0.0,18.154311718863543,1.8154311718863545,60.0,3.0,realtime
0.5374054071065542,0.3114892027328541,4,1.1519999504089355,0,38,1,3,11,0,0,0,1,22,0,22,0.0,16.29450809567405,1.911084282825969,80.0,3.0,realtime
0.5822424310626406,0.433795462137603,3,1.728666623433431,1,34,4,3,7,0,0,0,3,17,1,16,0.0,16.23815948502779,1.76954302080431,100.0,3.0,realtime
0.4968999981880188,0.3216355395787962,5,1.2009999752044678,0,41,6,3,4,0,0,0,6,22,0,22,0.0,15.093580252262594,2.062789301142555,120.0,3.0,realtime
0.6375454555858265,0.3338069546448258,1,1.4140000343322754,0,12,1,4,3,0,0,0,0,4,0,4,0.0,41.06659055041069,1.7111079396004454,140.0,3.0,realtime
0.5382702737241178,0.2563420416243387,3,1.0986665884653728,0,38,3,3,5,0,0,0,5,22,0,22,0.0,13.858204369804549,1.9080136451180176,0.0,4.0,realtime
0.522842106066252,0.3760616272682285,4,1.371749997138977,0,39,4,4,5,0,0,0,3,23,0,23,0.0,17.515602952761537,1.962955503326724,20.0,4.0,realtime
0.5540555516878763,0.3611693831846539,4,1.322249948978424,0,37,4,4,5,0,0,0,5,19,0,19,0.0,17.447107311203915,1.8550085359613355,40.0,4.0,realtime
0.4894864881360853,0.2491791688904538,2,1.1085000038146973,0,38,4,3,7,0,0,0,2,22,0,22,0.0,17.227099494701633,2.0981723743546863,60.0,4.0,realtime
0.4419090910391374,0.2206470979819595,1,1.0219998359680176,0,45,6,0,7,1,0,0,7,24,0,24,0.0769230769230769,8.023040524279562,2.3143386127729504,80.0,4.0,realtime
0.5714117639205035,0.4474712792332667,3,1.6683332920074463,1,35,4,5,5,0,0,0,3,18,0,18,0.0,21.00061769408982,1.8015235766988815,100.0,4.0,realtime
0.4725294113159179,0.2046955660435414,1,1.0120000839233398,0,18,3,2,1,0,0,0,4,8,1,7,0.0,20.91373088006462,2.2407568800069235,120.0,4.0,realtime
0.4918205126737937,0.2841842174056591,1,1.5099999904632568,0,40,6,4,8,0,0,0,2,20,0,20,0.0,21.27104948238955,2.0853970080774067,0.0,4.0,realtime
0.5223947324250874,0.3796309281874295,3,1.566666603088379,0,39,4,3,6,0,0,0,4,22,0,22,0.0,15.11258891424099,1.9646365588513288,20.0,4.0,realtime
0.4789268272679026,0.300697574238205,2,1.4304999113082886,0,42,2,5,5,0,0,0,4,26,0,26,0.0,19.555917783861172,2.138928507609816,40.0,4.0,realtime
0.6443870990507065,0.539875589934889,4,1.8517500162124632,1,32,4,2,5,0,0,0,6,15,0,15,0.0,11.413696395400168,1.6019223011087955,60.0,4.0,realtime
0.5414444406827291,0.4417859549701247,3,1.6636666456858318,1,37,4,5,3,0,0,0,4,21,0,21,0.0,19.70039004041973,1.8982146653529424,80.0,4.0,realtime
0.4486818205226551,0.2417577860675851,1,1.0269999504089355,0,45,3,4,5,0,0,0,4,29,0,29,0.0,17.019552134892116,2.279404303780194,100.0,4.0,realtime
0.5175000088555473,0.2870131698315197,1,1.2079999446868896,0,15,1,1,3,0,0,0,0,10,0,10,0.0,14.906832043048423,2.070393339312281,120.0,4.0,realtime
0.5254736825039512,0.2906948483553345,1,1.5789999961853027,0,39,4,3,9,0,0,0,2,21,0,21,0.0,16.82692313157169,1.9531250063431425,0.0,5.0,realtime
0.5283513520215009,0.3688500324036733,5,1.3114000320434571,0,38,4,2,7,1,0,0,3,21,0,21,0.0909090909090909,12.890684929171243,1.9438334417004253,20.0,5.0,realtime
0.504794872724093,0.3232446464414786,4,1.268999993801117,0,40,3,2,7,0,0,0,2,26,0,26,0.0,12.190785775293874,2.031797629215646,40.0,5.0,realtime
0.5873636404673258,0.4777725044661389,3,1.8173333803812664,1,34,2,3,7,0,0,0,3,19,1,18,0.0,14.858380951754215,1.7541144179154284,60.0,5.0,realtime
0.5027435926290659,0.2673247330882286,1,1.4159998893737793,0,40,4,2,7,0,0,0,4,23,0,23,0.0,12.852552585997676,2.040087712063123,80.0,5.0,realtime
